student_country,days_on_platform,minutes_watched,courses_started,practice_exams_started,practice_exams_passed,minutes_spent_on_exams,purchased
ES,1,164.3,1,0,0,0,1
TN,62,0.2,1,0,0,0,0
NG,62,44,1,0,0,0,0
CA,62,1.5,1,0,0,0,0
NG,62,1.3,1,0,0,0,0
IN,62,12.6,3,0,0,0,0
IN,62,16.4,1,0,0,0,0
IN,62,51.3,2,0,0,0,0
IN,62,4.2,1,0,0,0,0
IN,62,0.4,1,0,0,0,0
IN,62,0.1,1,0,0,0,0
HK,62,0.7,1,0,0,0,0
VN,62,12.5,1,0,0,0,0
PK,62,0.1,1,0,0,0,0
PH,62,8.7,1,0,0,0,0
PK,62,10.5,1,0,0,0,0
ID,62,0.4,1,0,0,0,0
PT,62,7.4,1,0,0,0,0
IN,62,2.4,1,0,0,0,0
US,62,3.8,1,0,0,0,0
IN,62,69.6,1,0,0,0,0
EG,62,29.5,1,0,0,0,0
IN,0,61,1,0,0,0,1
KE,62,50.6,2,0,0,0,0
KE,62,6.7,1,0,0,0,0
PE,62,0.8,1,0,0,0,0
SA,62,0.4,1,0,0,0,0
TN,62,7.9,1,0,0,0,0
US,62,19,1,0,0,0,0
US,62,16.8,2,0,0,0,0
EG,62,0.2,1,0,0,0,0
US,62,3.2,1,0,0,0,0
IN,62,0.7,1,0,0,0,0
IN,62,0.6,1,0,0,0,0
JO,62,121,3,0,0,0,0
SA,62,0.2,1,0,0,0,0
US,5,231.3,1,0,0,0,1
EG,62,1.1,1,0,0,0,0
CA,62,4,1,0,0,0,0
US,62,25.3,1,0,0,0,0
IN,62,13.1,1,0,0,0,0
BG,61,2.1,1,0,0,0,0
US,61,11.9,1,0,0,0,0
IN,61,0.2,1,0,0,0,0
IN,61,46.9,1,0,0,0,0
MX,61,6.7,1,0,0,0,0
SA,61,6.4,1,0,0,0,0
IN,61,10.8,1,0,0,0,0
IN,61,7.5,1,0,0,0,0
NL,1,62.9,1,0,0,0,1
US,61,2.8,1,0,0,0,0
IN,61,46.6,1,0,0,0,0
IN,61,20.9,1,0,0,0,0
SG,61,14.8,1,0,0,0,0
EG,61,1.4,1,0,0,0,0
MA,61,13.2,1,0,0,0,0
AE,61,35.7,1,0,0,0,0
EG,61,1.3,1,0,0,0,0
EG,61,0.5,1,0,0,0,0
EG,61,0.2,1,0,0,0,0
NG,61,11.3,1,0,0,0,0
FR,0,1.4,1,0,0,0,1
IN,61,12,1,0,0,0,0
IN,61,0.4,1,0,0,0,0
EC,61,1.1,1,0,0,0,0
BD,61,75.9,2,0,0,0,0
NP,61,6.2,1,0,0,0,0
US,61,6.8,1,0,0,0,0
MX,61,4.6,1,0,0,0,0
IN,61,0.1,1,0,0,0,0
IN,61,3.8,1,0,0,0,0
IN,61,0.1,1,0,0,0,0
IN,61,2.3,1,0,0,0,0
US,61,4.2,2,0,0,0,0
US,61,17.8,1,0,0,0,0
LK,61,5.3,1,0,0,0,0
MA,61,2.5,1,0,0,0,0
EG,61,2.6,1,0,0,0,0
US,61,63.5,1,0,0,0,0
SA,61,0.1,1,0,0,0,0
CA,61,51.2,2,0,0,0,0
EG,61,6.6,1,0,0,0,0
US,61,12.5,1,0,0,0,0
DE,61,46.9,1,0,0,0,0
EG,61,15.2,1,0,0,0,0
GB,61,22.1,1,0,0,0,0
EG,61,0.1,1,0,0,0,0
US,61,49.1,2,0,0,0,0
OM,61,0.1,1,0,0,0,0
EG,60,1.1,1,0,0,0,0
US,60,69.5,1,0,0,0,0
EE,60,0.7,1,0,0,0,0
IN,60,5.2,1,0,0,0,0
IN,60,34.9,1,0,0,0,0
NG,60,26.7,1,0,0,0,0
IN,60,31,1,0,0,0,0
US,60,30,1,0,0,0,0
EG,7,10.4,1,0,0,0,1
IN,60,23.6,1,0,0,0,0
EG,60,10.9,1,0,0,0,0
EG,60,15.3,1,0,0,0,0
GB,60,4,1,0,0,0,0
SA,60,0.5,1,0,0,0,0
EG,60,3,1,0,0,0,0
DE,60,0.2,1,0,0,0,0
EG,60,44.4,1,0,0,0,0
EG,60,0.8,1,0,0,0,0
EG,60,1.2,2,0,0,0,0
EE,10,41.3,1,0,0,0,1
IN,60,0.1,1,0,0,0,0
NG,60,5.3,1,0,0,0,0
NP,60,29.8,1,0,0,0,0
IN,60,20.1,1,0,0,0,0
TW,60,0.4,1,0,0,0,0
NG,60,50.1,1,0,0,0,0
IN,60,3,1,0,0,0,0
BA,60,4.1,1,0,0,0,0
KE,60,14.8,1,0,0,0,0
EG,60,1.4,1,0,0,0,0
CA,60,0.3,1,0,0,0,0
US,60,7.1,1,0,0,0,0
IN,60,0.1,1,0,0,0,0
US,60,0.6,1,0,0,0,0
EG,60,2.3,1,0,0,0,0
IN,60,0.1,1,0,0,0,0
GB,60,0.2,1,0,0,0,0
PS,60,1.1,1,0,0,0,0
NG,60,5.5,1,0,0,0,0
US,60,54.5,1,0,0,0,0
US,60,0.8,1,0,0,0,0
BD,60,0.5,1,0,0,0,0
FJ,60,86.1,3,0,0,0,0
PK,60,0.7,1,0,0,0,0
US,60,7.3,1,0,0,0,0
SG,59,83.3,1,0,0,0,0
EG,59,0.1,1,0,0,0,0
CL,59,1,1,0,0,0,0
EG,59,1.6,1,0,0,0,0
US,59,2.7,1,0,0,0,0
LK,59,29.9,1,0,0,0,0
PK,59,6.3,1,0,0,0,0
PH,59,0.3,1,0,0,0,0
ID,59,15.7,1,0,0,0,0
IN,2,11.7,1,0,0,0,1
NZ,59,10.8,1,0,0,0,0
LB,59,1.1,1,0,0,0,0
IN,59,0.1,1,0,0,0,0
IN,59,2.8,1,0,0,0,0
NG,59,0.9,1,0,0,0,0
GH,59,22.7,1,0,0,0,0
UZ,59,0.6,1,0,0,0,0
BD,59,1.7,1,0,0,0,0
MA,59,1.4,1,0,0,0,0
KE,59,4.9,1,0,0,0,0
UZ,59,12.1,2,0,0,0,0
DE,59,10.5,2,0,0,0,0
GB,59,4.6,1,0,0,0,0
FR,59,0.3,1,0,0,0,0
ZA,59,10.2,1,0,0,0,0
BR,59,1.1,1,0,0,0,0
GB,59,2,2,0,0,0,0
ES,59,22.4,1,0,0,0,0
US,59,0.5,1,0,0,0,0
NL,59,0.1,1,0,0,0,0
PH,59,14.2,1,0,0,0,0
TW,59,0.1,1,0,0,0,0
EG,59,6.2,1,0,0,0,0
CA,59,33.6,1,0,0,0,0
US,59,64.3,3,0,0,0,0
IN,59,0.5,1,0,0,0,0
US,59,12.4,1,0,0,0,0
DZ,59,1.5,1,0,0,0,0
IN,59,0.3,1,0,0,0,0
IN,0,11.1,1,0,0,0,1
US,59,46.5,1,0,0,0,0
ES,59,0.2,1,0,0,0,0
EG,59,3.5,1,0,0,0,0
SO,59,1,1,0,0,0,0
GB,59,10.9,1,0,0,0,0
LR,59,7.6,1,0,0,0,0
DE,59,19.7,1,0,0,0,0
CA,58,9.8,1,0,0,0,0
IN,58,4,1,0,0,0,0
IN,58,18.1,1,0,0,0,0
MX,58,0.3,1,0,0,0,0
US,58,57.6,1,0,0,0,0
FR,58,6.7,1,0,0,0,0
IN,58,0.6,1,0,0,0,0
IN,58,0.5,1,0,0,0,0
CH,58,0.2,1,0,0,0,0
IN,58,21.9,1,0,0,0,0
GB,58,19.2,1,0,0,0,0
IN,58,67.2,1,0,0,0,0
PK,58,0.4,1,0,0,0,0
IN,58,0.2,1,0,0,0,0
DE,58,41.7,1,0,0,0,0
SD,58,3.8,1,0,0,0,0
TN,0,2.4,1,0,0,0,1
GB,58,30.4,1,0,0,0,0
AE,58,2,1,0,0,0,0
KE,58,3.7,1,0,0,0,0
IN,58,0.5,1,0,0,0,0
PH,0,0.1,1,0,0,0,1
IN,58,2.3,1,0,0,0,0
VN,58,7.7,1,0,0,0,0
PT,58,86.6,2,0,0,0,0
IN,58,0.4,1,0,0,0,0
PL,58,17.8,1,0,0,0,0
AZ,58,3.7,1,0,0,0,0
IN,58,32.4,1,0,0,0,0
MY,58,10.3,1,0,0,0,0
US,58,11.2,1,0,0,0,0
CO,58,0.3,1,0,0,0,0
IN,58,0.4,1,0,0,0,0
ES,58,1.2,1,0,0,0,0
BD,58,47.6,1,0,0,0,0
IN,58,10.8,1,0,0,0,0
ES,58,6.2,1,0,0,0,0
IN,58,1.1,1,0,0,0,0
IN,58,13.6,2,0,0,0,0
PE,58,0.5,1,0,0,0,0
DE,58,0.3,1,0,0,0,0
US,58,10.3,1,0,0,0,0
MX,58,7.3,1,0,0,0,0
EG,58,2.4,1,0,0,0,0
US,58,36.3,1,0,0,0,0
FR,58,3,1,0,0,0,0
HU,58,0.1,1,0,0,0,0
EG,58,7.2,1,0,0,0,0
SA,58,3.2,1,0,0,0,0
SE,58,10.6,1,0,0,0,0
IE,58,19.3,1,0,0,0,0
US,58,45.1,1,0,0,0,0
US,57,1.2,1,0,0,0,0
EG,57,0.4,1,0,0,0,0
US,57,20.6,1,0,0,0,0
NZ,57,14.3,1,0,0,0,0
SE,57,1,1,0,0,0,0
ID,57,1,1,0,0,0,0
US,57,28.5,1,0,0,0,0
PE,57,5.1,1,0,0,0,0
PK,57,0.1,1,0,0,0,0
GB,35,1.5,1,0,0,0,1
SG,57,33.4,1,0,0,0,0
SA,57,3.2,1,0,0,0,0
GB,57,6.2,1,0,0,0,0
DE,57,6.1,1,0,0,0,0
PK,57,45.9,1,0,0,0,0
TR,57,0.8,1,0,0,0,0
MA,57,0.6,1,0,0,0,0
IN,57,14,1,0,0,0,0
US,57,1.6,1,0,0,0,0
GB,57,6.2,1,0,0,0,0
NG,57,54.9,1,0,0,0,0
IN,57,6.8,1,0,0,0,0
NG,57,37.7,1,0,0,0,0
IN,57,18.8,1,0,0,0,0
IN,57,75.9,1,0,0,0,0
PT,57,31.6,1,0,0,0,0
IT,57,37.3,1,0,0,0,0
IN,57,54,1,0,0,0,0
IN,57,29.5,1,0,0,0,0
IN,57,0.1,1,0,0,0,0
BE,57,5.9,1,0,0,0,0
US,57,2.2,1,0,0,0,0
AR,57,5.9,1,0,0,0,0
IN,57,1.1,1,0,0,0,0
EG,57,18.9,2,0,0,0,0
US,57,9.2,1,0,0,0,0
IN,57,1.1,1,0,0,0,0
IN,57,0.1,1,0,0,0,0
TN,57,1,1,0,0,0,0
US,57,41.1,1,0,0,0,0
MA,57,13.3,1,0,0,0,0
IN,57,0.3,1,0,0,0,0
PK,57,6.7,2,0,0,0,0
US,57,38.4,2,0,0,0,0
DO,57,4.1,1,0,0,0,0
US,57,4.3,2,0,0,0,0
FR,57,26.7,1,0,0,0,0
GB,57,3.4,1,0,0,0,0
IN,57,1.6,1,0,0,0,0
TR,57,0.4,1,0,0,0,0
JM,57,6.1,1,0,0,0,0
QA,57,5,1,0,0,0,0
MA,57,126.7,3,0,0,0,0
IN,57,36,1,0,0,0,0
PT,57,5.7,1,0,0,0,0
CA,57,1.4,1,0,0,0,0
US,57,19,1,0,0,0,0
SG,56,0.2,1,0,0,0,0
KR,56,27.7,1,0,0,0,0
GB,56,1.4,1,0,0,0,0
IN,56,7.8,2,0,0,0,0
BR,56,0.8,1,0,0,0,0
CA,56,6.7,1,0,0,0,0
NG,56,19.5,1,0,0,0,0
IN,7,136.7,2,0,0,0,1
PL,0,43.1,1,0,0,0,1
US,56,18.5,1,0,0,0,0
IN,56,6.7,1,0,0,0,0
BD,56,7.6,1,0,0,0,0
IN,56,12.7,1,0,0,0,0
ES,56,19.4,1,0,0,0,0
RO,56,0.1,1,0,0,0,0
AZ,56,0.7,1,0,0,0,0
PT,56,47.5,1,0,0,0,0
US,56,0.4,1,0,0,0,0
AZ,56,1.5,1,0,0,0,0
EG,56,1.4,1,0,0,0,0
EG,56,0.4,1,0,0,0,0
AE,56,0.8,1,0,0,0,0
AR,56,63.2,1,0,0,0,0
HU,56,81.1,3,0,0,0,0
PK,56,33.9,1,0,0,0,0
US,56,1.6,1,0,0,0,0
IN,56,0.3,1,0,0,0,0
CN,56,0.3,1,0,0,0,0
GH,56,1.1,1,0,0,0,0
GB,56,3.8,1,0,0,0,0
HK,56,4.1,1,0,0,0,0
IN,56,59.7,1,0,0,0,0
CA,56,1.6,1,0,0,0,0
IN,56,38.4,1,0,0,0,0
SA,56,22.8,1,0,0,0,0
GB,56,32.2,1,0,0,0,0
DZ,56,0.1,1,0,0,0,0
IN,56,12.3,2,0,0,0,0
EG,56,10.7,1,0,0,0,0
NL,56,2.2,1,0,0,0,0
DE,56,26.7,1,0,0,0,0
IE,56,26.6,1,0,0,0,0
US,56,38.4,1,0,0,0,0
DE,56,1.7,1,0,0,0,0
IT,56,0.9,1,0,0,0,0
US,56,15.5,1,0,0,0,0
TN,56,13.1,1,0,0,0,0
IE,56,68.5,1,0,0,0,0
PT,56,5.9,1,0,0,0,0
MA,56,8.5,1,0,0,0,0
IN,56,2.1,1,0,0,0,0
DE,55,11.7,1,0,0,0,0
US,55,1.7,1,0,0,0,0
US,55,39.5,2,0,0,0,0
IN,55,1.7,1,0,0,0,0
IN,55,43.4,1,0,0,0,0
FR,55,13.5,1,0,0,0,0
CA,55,0.4,1,0,0,0,0
EG,55,0.3,1,0,0,0,0
IN,55,0.1,1,0,0,0,0
CL,55,6.7,1,0,0,0,0
SG,55,0.4,1,0,0,0,0
NG,55,41.1,1,0,0,0,0
DE,4,21.3,3,0,0,0,1
DE,0,53.2,1,0,0,0,1
IN,55,2.2,1,0,0,0,0
US,55,1.1,1,0,0,0,0
NG,55,14.5,1,0,0,0,0
DE,55,5.8,1,0,0,0,0
IN,55,0.9,1,0,0,0,0
IN,55,1.5,1,0,0,0,0
PT,55,3.2,2,0,0,0,0
BG,55,27,1,0,0,0,0
ES,55,15.2,1,0,0,0,0
US,55,5,1,0,0,0,0
NG,55,8,1,0,0,0,0
EG,55,5,1,0,0,0,0
KE,55,0.9,1,0,0,0,0
EG,55,27.1,1,0,0,0,0
CL,55,0.2,1,0,0,0,0
SA,55,21.5,1,0,0,0,0
IN,55,1.8,1,0,0,0,0
US,55,29.6,1,0,0,0,0
UG,55,13.8,1,0,0,0,0
CA,55,5.3,1,0,0,0,0
CA,55,3.6,1,0,0,0,0
IN,55,2.2,1,0,0,0,0
TR,55,0.6,1,0,0,0,0
TR,55,0.4,1,0,0,0,0
US,55,12.2,1,0,0,0,0
IN,55,0.1,1,0,0,0,0
CL,55,1.1,1,0,0,0,0
PT,55,7.8,1,0,0,0,0
IN,55,8.8,1,0,0,0,0
NO,55,2.1,1,0,0,0,0
NG,55,0.6,1,0,0,0,0
BE,55,0.4,1,0,0,0,0
RU,55,0.2,1,0,0,0,0
PT,55,48,1,0,0,0,0
SA,55,1.9,1,0,0,0,0
GB,55,20.3,1,0,0,0,0
PT,55,6.6,1,0,0,0,0
MY,54,36.6,1,0,0,0,0
US,54,0.8,1,0,0,0,0
IN,54,6.9,1,0,0,0,0
IN,54,0.4,1,0,0,0,0
EG,54,2.1,1,0,0,0,0
CM,0,32.1,1,0,0,0,1
IN,54,2.6,1,0,0,0,0
IN,54,0.1,1,0,0,0,0
EG,54,0.2,1,0,0,0,0
NL,54,3.4,1,0,0,0,0
FR,54,0.2,1,0,0,0,0
NG,54,0.6,1,0,0,0,0
TN,54,31.9,2,0,0,0,0
IN,54,1,1,0,0,0,0
GB,54,0.5,1,0,0,0,0
SG,54,0.3,1,0,0,0,0
TR,54,4.5,1,0,0,0,0
DE,54,0.1,1,0,0,0,0
ID,54,0.3,1,0,0,0,0
KE,54,7.7,1,0,0,0,0
IN,54,29.6,1,0,0,0,0
IN,54,30.2,1,0,0,0,0
MA,54,0.1,1,0,0,0,0
IN,54,7.4,1,0,0,0,0
CO,54,0.5,1,0,0,0,0
PK,54,44.4,1,0,0,0,0
EG,54,1.4,1,0,0,0,0
DE,54,5.1,1,0,0,0,0
IN,54,0.3,1,0,0,0,0
PK,54,2.7,1,0,0,0,0
EG,54,0.4,1,0,0,0,0
IN,54,0.3,1,0,0,0,0
DE,54,7.2,2,0,0,0,0
SE,54,9.8,1,0,0,0,0
GB,54,0.1,1,0,0,0,0
GB,54,14.3,1,0,0,0,0
EG,54,0.6,1,0,0,0,0
PL,53,15.2,1,0,0,0,0
MA,53,6.8,1,0,0,0,0
EG,53,1.3,1,0,0,0,0
IN,53,15.4,1,0,0,0,0
IN,53,1.5,2,0,0,0,0
US,53,1.3,1,0,0,0,0
IN,53,3.7,1,0,0,0,0
DE,53,0.1,1,0,0,0,0
PK,53,3.4,1,0,0,0,0
NL,2,56,2,0,0,0,1
IN,53,76.5,1,0,0,0,0
EG,53,1.7,1,0,0,0,0
EG,53,6.1,1,0,0,0,0
ES,53,10,1,0,0,0,0
MA,53,0.6,1,0,0,0,0
ES,53,19.3,1,0,0,0,0
IN,53,3.3,1,0,0,0,0
GB,53,0.1,1,0,0,0,0
US,53,36.6,1,0,0,0,0
DE,53,0.2,1,0,0,0,0
GB,53,0.8,1,0,0,0,0
AE,53,6.9,1,0,0,0,0
IN,53,2.2,2,0,0,0,0
IN,53,0.6,1,0,0,0,0
IN,53,0.4,1,0,0,0,0
TN,53,0.3,1,0,0,0,0
QA,53,4.5,1,0,0,0,0
EG,53,28.7,1,0,0,0,0
PK,53,28.4,1,0,0,0,0
EG,53,13.4,1,0,0,0,0
IN,53,1.3,1,0,0,0,0
EG,53,0.8,1,0,0,0,0
TW,53,0.2,1,0,0,0,0
DE,53,6.2,1,0,0,0,0
US,53,1.2,1,0,0,0,0
DE,53,0.1,1,0,0,0,0
IN,53,3.2,1,0,0,0,0
GB,53,6.4,1,0,0,0,0
GB,53,17.8,1,0,0,0,0
MA,53,16.1,1,0,0,0,0
EG,53,11.3,1,0,0,0,0
EG,53,9.9,1,0,0,0,0
IT,53,1.4,1,0,0,0,0
EG,53,0.1,1,0,0,0,0
CH,53,1.8,1,0,0,0,0
NG,53,33.8,1,0,0,0,0
GB,4,21.4,2,0,0,0,1
ID,52,0.2,1,0,0,0,0
IN,52,5.3,1,0,0,0,0
US,52,4.6,1,0,0,0,0
NZ,52,70.7,2,0,0,0,0
SE,52,1.6,1,0,0,0,0
US,52,1.5,1,0,0,0,0
EG,52,2.9,2,0,0,0,0
US,52,11.4,2,0,0,0,0
UG,52,53.5,1,0,0,0,0
IN,52,0.1,1,0,0,0,0
AZ,52,5.9,1,0,0,0,0
CR,52,3.9,1,0,0,0,0
DE,52,3.7,1,0,0,0,0
KE,52,14.8,1,0,0,0,0
BG,52,2.9,1,0,0,0,0
NP,52,10.2,1,0,0,0,0
ID,52,6.5,1,0,0,0,0
NG,52,0.2,1,0,0,0,0
HK,0,24.6,1,0,0,0,1
US,52,1.4,1,0,0,0,0
PT,52,40.7,1,0,0,0,0
IN,52,5.3,1,0,0,0,0
PH,52,19.6,1,0,0,0,0
GB,52,26.8,1,0,0,0,0
MA,52,1.4,1,0,0,0,0
UA,52,0.1,1,0,0,0,0
KE,52,6.8,1,0,0,0,0
PT,52,1.9,1,0,0,0,0
GB,52,17.8,1,0,0,0,0
IN,52,0.2,1,0,0,0,0
IN,52,0.5,1,0,0,0,0
GB,52,21.2,1,0,0,0,0
IN,52,0.9,1,0,0,0,0
VN,52,0.6,1,0,0,0,0
EG,52,1.4,1,0,0,0,0
MA,52,2,1,0,0,0,0
IN,52,0.7,1,0,0,0,0
IN,52,9.9,1,0,0,0,0
KE,52,2.6,1,0,0,0,0
IN,52,9.1,1,0,0,0,0
FR,52,18.1,1,0,0,0,0
IN,52,8.3,2,0,0,0,0
PT,52,10.3,1,0,0,0,0
IN,52,13.6,1,0,0,0,0
IN,52,55.9,1,0,0,0,0
US,52,29.1,1,0,0,0,0
PK,52,0.1,1,0,0,0,0
TR,52,0.2,1,0,0,0,0
FR,52,24.3,2,0,0,0,0
NG,52,4.9,1,0,0,0,0
PK,1,10.6,1,0,0,0,1
BR,52,13.4,1,0,0,0,0
CA,52,25.5,1,0,0,0,0
US,51,0.1,1,0,0,0,0
IN,51,0.3,1,0,0,0,0
EG,51,0.4,1,0,0,0,0
US,51,21.4,1,0,0,0,0
US,51,2.4,1,0,0,0,0
US,51,20.3,1,0,0,0,0
TH,51,6.6,1,0,0,0,0
IN,51,10.9,1,0,0,0,0
US,51,5.1,1,0,0,0,0
AE,51,0.9,1,0,0,0,0
PK,51,1,1,0,0,0,0
PK,51,7.4,2,0,0,0,0
MX,51,3.2,1,0,0,0,0
SA,51,36.2,1,0,0,0,0
GR,51,77.7,1,0,0,0,0
IN,51,3,1,0,0,0,0
EG,51,0.2,1,0,0,0,0
BG,51,9.3,1,0,0,0,0
KE,51,0.6,1,0,0,0,0
EG,51,0.4,1,0,0,0,0
GB,51,5.1,1,0,0,0,0
AE,51,0.1,1,0,0,0,0
PK,51,16.1,1,0,0,0,0
GB,51,0.1,1,0,0,0,0
EG,51,11.9,1,0,0,0,0
SA,51,49.5,1,0,0,0,0
US,51,4.5,1,0,0,0,0
IT,51,45.8,1,0,0,0,0
PH,51,1.1,1,0,0,0,0
GH,51,0.2,1,0,0,0,0
IN,51,0.1,1,0,0,0,0
TH,51,30,1,0,0,0,0
NO,51,22.8,1,0,0,0,0
NG,51,3.7,1,0,0,0,0
MT,51,17.8,1,0,0,0,0
CL,51,2.2,1,0,0,0,0
DE,51,0.3,1,0,0,0,0
IN,51,0.9,1,0,0,0,0
FR,51,64.7,2,0,0,0,0
EG,51,0.5,1,0,0,0,0
IN,51,8.3,1,0,0,0,0
IN,51,28.7,1,0,0,0,0
IN,51,3,1,0,0,0,0
PT,51,13.4,1,0,0,0,0
CA,51,34.1,1,0,0,0,0
DE,51,2.8,1,0,0,0,0
IN,51,12.7,1,0,0,0,0
US,51,7.7,1,0,0,0,0
IN,51,4.3,1,0,0,0,0
BE,51,0.6,1,0,0,0,0
IN,2,101.2,2,0,0,0,1
ES,51,30.7,1,0,0,0,0
NG,51,7.2,1,0,0,0,0
DE,23,22.9,2,0,0,0,1
BR,51,0.4,1,0,0,0,0
NG,51,0.5,1,0,0,0,0
NG,51,0.2,1,0,0,0,0
PT,0,29.2,1,0,0,0,1
IN,51,26.5,1,0,0,0,0
US,51,10.5,1,0,0,0,0
AE,51,6.5,1,0,0,0,0
US,4,28.3,2,0,0,0,1
AR,50,0.2,1,0,0,0,0
IN,50,22.9,1,0,0,0,0
MX,50,4.9,1,0,0,0,0
CA,50,1.2,1,0,0,0,0
US,50,7.8,2,0,0,0,0
IN,50,0.7,1,0,0,0,0
GB,50,4.3,1,0,0,0,0
IN,50,1.4,1,0,0,0,0
IN,50,0.1,1,0,0,0,0
EG,50,23.4,1,0,0,0,0
IN,50,1.1,1,0,0,0,0
US,33,10.7,1,0,0,0,1
NG,50,29.3,1,0,0,0,0
TH,50,0.8,1,0,0,0,0
ZA,50,0.2,1,0,0,0,0
GB,50,0.2,1,0,0,0,0
GB,50,6.2,1,0,0,0,0
NO,1,9,1,0,0,0,1
GB,50,0.1,1,0,0,0,0
IN,50,0.1,1,0,0,0,0
PK,50,0.4,1,0,0,0,0
DE,50,1.4,1,0,0,0,0
IN,50,1.4,1,0,0,0,0
DZ,50,1.1,1,0,0,0,0
TW,50,0.9,1,0,0,0,0
IN,50,4.3,2,0,0,0,0
IN,50,3.5,1,0,0,0,0
BR,50,27.9,1,0,0,0,0
PH,50,4.7,1,0,0,0,0
IN,50,1,1,0,0,0,0
US,50,1.2,1,0,0,0,0
US,30,32.9,1,0,0,0,1
US,50,5.1,1,0,0,0,0
ES,50,0.1,1,0,0,0,0
IN,50,2.4,1,0,0,0,0
AR,50,68.9,1,0,0,0,0
KE,3,7,1,0,0,0,1
US,50,11.8,1,0,0,0,0
US,50,43.1,1,0,0,0,0
NL,50,4.9,1,0,0,0,0
NG,50,1,1,0,0,0,0
NG,50,41.5,1,0,0,0,0
US,50,20.4,1,0,0,0,0
HK,50,0.7,2,0,0,0,0
IN,50,6,2,0,0,0,0
MA,49,1.5,1,0,0,0,0
DO,49,3.3,1,0,0,0,0
IN,49,4.4,1,0,0,0,0
GH,49,21.4,1,0,0,0,0
VN,49,0.3,1,0,0,0,0
US,49,48.7,1,0,0,0,0
US,49,22.6,1,0,0,0,0
US,49,17.1,1,0,0,0,0
ET,49,6.3,2,0,0,0,0
US,49,0.1,1,0,0,0,0
ID,49,4.3,1,0,0,0,0
US,49,18.1,3,0,0,0,0
MY,49,25.8,1,0,0,0,0
IN,49,45,1,0,0,0,0
ES,49,2,1,0,0,0,0
AU,49,4.3,1,0,0,0,0
IN,49,9.5,4,0,0,0,0
IN,49,8.3,1,0,0,0,0
US,49,0.4,1,0,0,0,0
US,49,1.2,1,0,0,0,0
NL,4,41.9,1,0,0,0,1
RO,7,25,2,0,0,0,1
IN,49,80,1,0,0,0,0
LY,49,36.4,2,0,0,0,0
EG,49,95.4,1,0,0,0,0
PT,49,15.1,1,0,0,0,0
GR,49,41.1,1,0,0,0,0
US,49,10.4,1,0,0,0,0
UZ,49,41.7,2,0,0,0,0
LK,49,0.5,1,0,0,0,0
NL,49,20.8,1,0,0,0,0
UZ,7,58.3,3,0,0,0,1
GB,0,9.8,1,0,0,0,1
PK,49,0.1,1,0,0,0,1
ES,49,18.8,1,0,0,0,0
VN,49,2.2,1,0,0,0,0
NG,49,3.5,1,0,0,0,0
IN,49,28.9,1,0,0,0,0
PK,49,14.5,1,0,0,0,0
DE,49,0.2,1,0,0,0,0
SG,49,1.7,1,0,0,0,0
US,0,30.9,1,0,0,0,1
EG,49,7.4,1,0,0,0,0
RO,49,76.8,1,0,0,0,0
NG,49,12.5,1,0,0,0,0
AZ,49,10.1,1,0,0,0,0
IN,49,30.6,2,0,0,0,0
IN,49,0.8,1,0,0,0,0
PE,49,2.6,1,0,0,0,0
PH,49,187.7,2,0,0,0,0
VN,0,39.5,1,0,0,0,1
CA,48,0.3,1,0,0,0,0
US,48,17.5,1,0,0,0,0
EG,48,0.7,1,0,0,0,0
IN,48,10.7,1,0,0,0,0
AT,48,16.4,1,0,0,0,0
IN,48,0.1,1,0,0,0,0
NG,48,0.1,1,0,0,0,0
JO,48,48.6,1,0,0,0,0
NZ,48,32.3,1,0,0,0,0
NG,48,9.4,1,0,0,0,0
GB,48,0.3,1,0,0,0,0
PT,48,71.1,1,0,0,0,0
ES,48,0.1,1,0,0,0,0
GB,48,0.3,1,0,0,0,0
SA,48,8.7,1,0,0,0,0
PH,48,4.2,1,0,0,0,0
GB,48,11.9,1,0,0,0,0
DZ,48,20,1,0,0,0,0
EG,48,49.3,1,0,0,0,0
IN,48,4.1,1,0,0,0,0
DE,48,6.6,1,0,0,0,0
SG,48,0.1,1,0,0,0,0
NG,48,75.3,1,0,0,0,0
US,48,3.5,1,0,0,0,0
NL,48,0.8,1,0,0,0,0
IN,48,0.1,1,0,0,0,0
IN,48,50.6,1,0,0,0,0
GE,48,3.4,1,0,0,0,0
US,48,0.2,1,0,0,0,0
FR,48,1.5,1,0,0,0,0
ZA,48,20.4,1,0,0,0,0
US,48,0.6,1,0,0,0,0
IN,48,1,1,0,0,0,0
GH,48,3.8,1,0,0,0,0
BD,48,65.4,4,0,0,0,0
US,48,6.6,1,0,0,0,0
ES,48,33.5,1,0,0,0,0
GB,48,91.4,1,0,0,0,0
IN,48,7.4,1,0,0,0,0
BY,48,0.1,1,0,0,0,0
ID,48,1.6,1,0,0,0,0
EG,48,3.5,1,0,0,0,0
EG,48,0.5,1,0,0,0,0
AZ,48,6.3,1,0,0,0,0
SE,48,0.4,1,0,0,0,0
US,48,5.3,1,0,0,0,0
US,48,26.1,1,0,0,0,0
MA,48,0.5,1,0,0,0,0
PT,48,14.1,1,0,0,0,0
GB,48,23.6,1,0,0,0,0
EG,48,2.6,1,0,0,0,0
NG,48,6.6,1,0,0,0,0
US,6,2.2,1,0,0,0,1
NG,48,9.4,1,0,0,0,0
JO,48,6.1,1,0,0,0,0
DO,48,63,3,0,0,0,0
